inventory_key,rental_key,rental_date_key,remaining,Total_Rental_Amount
29,14958,19960405.0,4576,30.950000000000003
30,9912,19960406.0,4579,12.98
30,13205,19960407.0,4579,12.98
31,9735,19960408.0,4579,12.98
31,13593,19960409.0,4579,12.98
32,1812,19960410.0,4577,24.96
32,3590,19960411.0,4577,24.96
32,8856,19960412.0,4577,24.96
32,13875,19960413.0,4577,24.96
33,5528,19960414.0,4578,14.97
33,5808,19960415.0,4578,14.97
33,11954,19960416.0,4578,14.97
34,2031,19960417.0,4577,19.96
34,4940,19960418.0,4577,19.96
34,6004,19960419.0,4577,19.96
34,12866,19960420.0,4577,19.96
35,8402,19960421.0,4579,9.98
35,11151,19960422.0,4579,9.98
36,1013,19960423.0,4576,29.950000000000003
36,3279,19960424.0,4576,29.950000000000003
36,9073,19960425.0,4576,29.950000000000003
36,13134,19960426.0,4576,29.950000000000003
36,14819,19960427.0,4576,29.950000000000003
37,4872,19960428.0,4578,15.97
37,6497,19960429.0,4578,15.97
37,14639,19960430.0,4578,15.97
38,468,19960501.0,4576,26.950000000000003
38,2460,19960502.0,4576,26.950000000000003
38,8677,19960503.0,4576,26.950000000000003
38,11210,19960504.0,4576,26.950000000000003
38,15483,19960505.0,4576,26.950000000000003
39,1424,19960506.0,4576,29.950000000000003
39,2612,19960507.0,4576,29.950000000000003
39,7086,19960508.0,4576,29.950000000000003
39,10450,19960509.0,4576,29.950000000000003
39,15756,19960510.0,4576,29.950000000000003
40,4398,19960511.0,4578,17.97
40,8687,19960512.0,4578,17.97
40,14452,19960513.0,4578,17.97
41,2533,19960514.0,4578,14.97
41,7489,19960515.0,4578,14.97
41,14289,19960516.0,4578,14.97
42,6487,19960517.0,4579,10.98
42,14426,19960518.0,4579,10.98
43,8093,19960519.0,4579,12.98
43,10747,19960520.0,4579,12.98
44,5940,19960521.0,4579,14.98
44,10678,19960522.0,4579,14.98
45,602,19960523.0,4577,19.96
45,5355,19960524.0,4577,19.96
45,5826,19960525.0,4577,19.96
45,11760,19960526.0,4577,19.96
46,9347,19960527.0,4579,11.98
46,11996,19960528.0,4579,11.98
47,9133,19960529.0,4579,9.98
47,13348,19960530.0,4579,9.98
48,3053,19960531.0,4578,20.97
48,8861,19960601.0,4578,20.97
48,12529,19960602.0,4578,20.97
49,437,19960603.0,4577,24.96
49,2695,19960604.0,4577,24.96
49,9437,19960605.0,4577,24.96
49,13064,19960606.0,4577,24.96
50,1215,19960607.0,4577,22.96
50,3792,19960608.0,4577,22.96
50,7836,19960609.0,4577,22.96
50,11355,19960610.0,4577,22.96
51,3360,19960611.0,4577,20.96
51,7473,19960612.0,4577,20.96
51,12692,19960613.0,4577,20.96
51,16023,19960614.0,4577,20.96
52,1170,19960615.0,4576,7.95
52,4114,19960616.0,4576,7.95
52,7017,19960617.0,4576,7.95
52,12046,19960618.0,4576,7.95
52,15261,19960619.0,4576,7.95
53,8770,19960620.0,4579,1.98
53,11431,19960621.0,4579,1.98
54,4071,19960622.0,4578,3.9699999999999998
54,6287,19960623.0,4578,3.9699999999999998
54,11031,19960624.0,4578,3.9699999999999998
55,2680,19960625.0,4578,5.970000000000001
55,9905,19960626.0,4578,5.970000000000001
55,13538,19960627.0,4578,5.970000000000001
56,9720,19960628.0,4579,2.98
56,11188,19960629.0,4579,2.98
57,687,19960630.0,4576,6.95
57,3438,19960701.0,4576,6.95
57,8696,19960702.0,4576,6.95
57,12195,19960703.0,4576,6.95
57,15331,19960704.0,4576,6.95
58,4345,19960705.0,4577,5.96
58,7248,19960706.0,4577,5.96
58,10282,19960707.0,4577,5.96
58,16024,19960708.0,4577,5.96
59,5588,19960709.0,4579,2.98
59,12276,19960710.0,4579,2.98
60,378,19960711.0,4577,5.96
60,4247,19960712.0,4577,5.96
60,7215,19960713.0,4577,5.96
60,13883,19960714.0,4577,5.96
61,2714,19960715.0,4576,6.95
61,7831,19960716.0,4576,6.95
61,11761,19960717.0,4576,6.95
61,15525,19960718.0,4576,6.95
61,15968,19960719.0,4576,6.95
62,1378,19960720.0,4576,7.95
62,4151,19960721.0,4576,7.95
62,6570,19960722.0,4576,7.95
62,12430,19960723.0,4576,7.95
62,15681,19960724.0,4576,7.95
63,8332,19960725.0,4579,1.98
63,14242,19960726.0,4579,1.98
64,1461,19960727.0,4577,8.96
64,2358,19960728.0,4577,8.96
64,9694,19960729.0,4577,8.96
64,11688,19960730.0,4577,8.96
65,1312,19960731.0,4577,9.96
65,3823,19960801.0,4577,9.96
65,6572,19960802.0,4577,9.96
65,11627,19960803.0,4577,9.96
66,605,19960804.0,4576,15.950000000000001
66,5323,19960805.0,4576,15.950000000000001
66,7730,19960806.0,4576,15.950000000000001
66,13221,19960807.0,4576,15.950000000000001
66,15081,19960808.0,4576,15.950000000000001
67,8194,19960809.0,4579,6.98
67,11240,19960810.0,4579,6.98
68,3771,19960811.0,4578,9.97
68,9262,19960812.0,4578,9.97
68,10886,19960813.0,4578,9.97
69,4352,19960814.0,4578,12.97
69,8618,19960815.0,4578,12.97
69,12044,19960816.0,4578,12.97
70,8666,19960817.0,4579,10.98
70,14021,19960818.0,4579,10.98
71,6662,19960819.0,4579,17.98
71,14212,19960820.0,4579,17.98
72,9489,19960821.0,4579,9.98
72,13496,19960822.0,4579,9.98
73,5301,19960823.0,4578,15.97
73,6924,19960824.0,4578,15.97
73,13945,19960825.0,4578,15.97
74,728,19960826.0,4576,20.950000000000003
74,4743,19960827.0,4576,20.950000000000003
74,9913,19960828.0,4576,20.950000000000003
74,14216,19960829.0,4576,20.950000000000003
74,15203,19960830.0,4576,20.950000000000003
75,1352,19960831.0,4576,22.950000000000003
75,3096,19960901.0,4576,22.950000000000003
75,9013,19960902.0,4576,22.950000000000003
75,12525,19960903.0,4576,22.950000000000003
75,15179,19960904.0,4576,22.950000000000003
76,2479,19960905.0,4578,10.97
76,7915,19960906.0,4578,10.97
76,12712,19960907.0,4578,10.97
77,5617,19960908.0,4579,8.98
77,14607,19960909.0,4579,8.98
78,3689,19960910.0,4578,12.97
78,7515,19960911.0,4578,12.97
78,11381,19960912.0,4578,12.97
79,2986,19960913.0,4577,13.96
79,8881,19960914.0,4577,13.96
79,10359,19960915.0,4577,13.96
79,15975,19960916.0,4577,13.96
80,8754,19960917.0,4579,5.98
80,13627,19960918.0,4579,5.98
81,1114,19960919.0,4577,17.96
81,4035,19960920.0,4577,17.96
81,9541,19960921.0,4577,17.96
81,11093,19960922.0,4577,17.96
82,584,19960923.0,4576,19.950000000000003
82,2136,19960924.0,4576,19.950000000000003
82,9877,19960925.0,4576,19.950000000000003
82,10579,19960926.0,4576,19.950000000000003
82,14763,19960927.0,4576,19.950000000000003
83,3396,19960928.0,4578,8.97
83,6390,19960929.0,4578,8.97
83,10963,19960930.0,4578,8.97
84,9257,19961001.0,4579,5.98
84,11639,19961002.0,4579,5.98
85,3265,19961003.0,4578,6.970000000000001
85,9121,19961004.0,4578,6.970000000000001
85,13236,19961005.0,4578,6.970000000000001
86,6923,19961006.0,4579,11.98
86,12257,19961007.0,4579,11.98
87,6475,19961008.0,4579,9.98
87,13217,19961009.0,4579,9.98
88,1054,19961010.0,4576,7.95
88,4487,19961011.0,4576,7.95
88,9826,19961012.0,4576,7.95
88,12503,19961013.0,4576,7.95
88,15414,19961014.0,4576,7.95
89,726,19961015.0,4577,19.96
89,4554,19961016.0,4577,19.96
89,8406,19961017.0,4577,19.96
89,12367,19961018.0,4577,19.96
90,639,19961019.0,4576,7.95
90,5216,19961020.0,4576,7.95
90,6289,19961021.0,4576,7.95
90,12653,19961022.0,4576,7.95
90,15362,19961023.0,4576,7.95
91,1457,19961024.0,4576,7.95
91,3086,19961025.0,4576,7.95
91,5696,19961026.0,4576,7.95
91,14178,19961027.0,4576,7.95
91,15479,19961028.0,4576,7.95
92,3106,19961029.0,4578,3.9699999999999998
92,7298,19961030.0,4578,3.9699999999999998
92,13069,19961031.0,4578,3.9699999999999998
93,6633,19961101.0,4579,2.98
93,10968,19961102.0,4579,2.98
94,1238,19961103.0,4577,3.96
94,2966,19961104.0,4577,3.96
94,8155,19961105.0,4577,3.96
94,13868,19961106.0,4577,3.96
95,3996,19961107.0,4578,5.970000000000001
95,6304,19961108.0,4578,5.970000000000001
95,12068,19961109.0,4578,5.970000000000001
96,9546,19961110.0,4579,1.98
96,10919,19961111.0,4579,1.98
97,1803,19961112.0,4577,8.96
97,3725,19961113.0,4577,8.96
97,7732,19961114.0,4577,8.96
97,13254,19961115.0,4577,8.96
98,1520,19961116.0,4576,4.95
98,4683,19961117.0,4576,4.95
98,6440,19961118.0,4576,4.95
98,12961,19961119.0,4576,4.95
98,15286,19961120.0,4576,4.95
99,9160,19961121.0,4579,7.98
99,13000,19961122.0,4579,7.98
100,389,19961123.0,4577,4.96
100,2127,19961124.0,4577,4.96
100,7911,19961125.0,4577,4.96
100,11437,19961126.0,4577,4.96
101,1302,19961127.0,4577,4.96
101,5303,19961128.0,4577,4.96
101,7283,19961129.0,4577,4.96
101,10378,19961130.0,4577,4.96
102,853,19961201.0,4577,27.96
102,4337,19961202.0,4577,27.96
102,6598,19961203.0,4577,27.96
102,10703,19961204.0,4577,27.96
103,690,19961205.0,4577,24.96
103,3443,19961206.0,4577,24.96
103,7615,19961207.0,4577,24.96
103,14390,19961208.0,4577,24.96
104,7862,19961209.0,4579,14.98
104,10508,19961210.0,4579,14.98
105,108,19961211.0,4576,28.950000000000003
105,2768,19961212.0,4576,28.950000000000003
105,9408,19961213.0,4576,28.950000000000003
105,13559,19961214.0,4576,28.950000000000003
105,14906,19961215.0,4576,28.950000000000003
106,1456,19961216.0,4576,45.95
106,5445,19961217.0,4576,45.95
106,8026,19961218.0,4576,45.95
106,14293,19961219.0,4576,45.95
106,14834,19961220.0,4576,45.95
107,2703,19961221.0,4578,25.97
107,9522,19961222.0,4578,25.97
107,11318,19961223.0,4578,25.97
108,594,19961224.0,4577,33.96
108,4806,19961225.0,4577,33.96
108,9908,19961226.0,4577,33.96
108,11406,19961227.0,4577,33.96
109,2385,19961228.0,4578,18.97
109,7702,19961229.0,4578,18.97
109,12079,19961230.0,4578,18.97
110,5990,19961231.0,4579,13.98
110,11568,19970101.0,4579,13.98
111,3620,19970102.0,4577,12.96
111,6978,19970103.0,4577,12.96
111,12615,19970104.0,4577,12.96
111,15967,19970105.0,4577,12.96
112,1576,19970106.0,4577,13.96
112,5105,19970107.0,4577,13.96
112,5854,19970108.0,4577,13.96
112,12997,19970109.0,4577,13.96
113,641,19970110.0,4577,11.96
113,3759,19970111.0,4577,11.96
113,8968,19970112.0,4577,11.96
113,13872,19970113.0,4577,11.96
114,6481,19970114.0,4579,6.98
114,11852,19970115.0,4579,6.98
115,8756,19970116.0,4579,8.98
115,13566,19970117.0,4579,8.98
116,4272,19970118.0,4578,8.97
116,8274,19970119.0,4578,8.97
116,11932,19970120.0,4578,8.97
117,9000,19970121.0,4579,6.98
117,11183,19970122.0,4579,6.98
118,18,19970123.0,4577,6.960000000000001
118,3471,19970124.0,4577,6.960000000000001
118,6489,19970125.0,4577,6.960000000000001
118,12677,19970126.0,4577,6.960000000000001
119,380,19970127.0,4578,11.97
119,3014,19970128.0,4578,11.97
119,6573,19970129.0,4578,11.97
120,902,19970130.0,4577,16.96
120,2138,19970131.0,4577,16.96
120,9517,19970201.0,4577,16.96
120,12316,19970202.0,4577,16.96
121,1733,19970203.0,4576,11.950000000000001
121,4198,19970204.0,4576,11.950000000000001
121,5756,19970205.0,4576,11.950000000000001
121,10633,19970206.0,4576,11.950000000000001
121,15709,19970207.0,4576,11.950000000000001
122,508,19970208.0,4576,12.950000000000001
122,3916,19970209.0,4576,12.950000000000001
122,7870,19970210.0,4576,12.950000000000001
122,10463,19970211.0,4576,12.950000000000001
122,15666,19970212.0,4576,12.950000000000001
123,1674,19970213.0,4577,17.96
123,4571,19970214.0,4577,17.96
123,6096,19970215.0,4577,17.96
123,11872,19970216.0,4577,17.96
124,8089,19970217.0,4579,9.98
124,13900,19970218.0,4579,9.98
125,1638,19970219.0,4577,14.96
125,3896,19970220.0,4577,14.96
125,8631,19970221.0,4577,14.96
125,13093,19970222.0,4577,14.96
126,359,19970223.0,4577,12.96
126,2390,19970224.0,4577,12.96
126,8693,19970225.0,4577,12.96
126,12038,19970226.0,4577,12.96
127,2476,19970227.0,4578,8.97
127,6255,19970228.0,4578,8.97
127,14413,19970301.0,4578,8.97
128,1209,19970302.0,4577,19.96
128,2568,19970303.0,4577,19.96
128,8938,19970304.0,4577,19.96
128,12886,19970305.0,4577,19.96
129,1512,19970306.0,4576,27.950000000000003
129,4812,19970307.0,4576,27.950000000000003
129,8414,19970308.0,4576,27.950000000000003
129,14434,19970309.0,4576,27.950000000000003
129,15351,19970310.0,4576,27.950000000000003
130,7603,19970311.0,4579,15.98
130,10903,19970312.0,4579,15.98
131,4349,19970313.0,4578,14.97
131,8923,19970314.0,4578,14.97
131,11624,19970315.0,4578,14.97
132,1194,19970316.0,4576,31.950000000000003
132,5552,19970317.0,4576,31.950000000000003
132,5711,19970318.0,4576,31.950000000000003
132,12770,19970319.0,4576,31.950000000000003
132,15127,19970320.0,4576,31.950000000000003
133,1758,19970321.0,4576,11.950000000000001
133,4409,19970322.0,4576,11.950000000000001
133,10077,19970323.0,4576,11.950000000000001
133,10992,19970324.0,4576,11.950000000000001
133,15397,19970325.0,4576,11.950000000000001
134,2035,19970326.0,4576,16.950000000000003
134,4512,19970327.0,4576,16.950000000000003
134,7425,19970328.0,4576,16.950000000000003
134,13839,19970329.0,4576,16.950000000000003
134,14938,19970330.0,4576,16.950000000000003
135,1174,19970331.0,4577,10.96
135,4193,19970401.0,4577,10.96
135,9423,19970402.0,4577,10.96
135,11507,19970403.0,4577,10.96
136,2084,19970404.0,4576,8.950000000000001
136,4267,19970405.0,4576,8.950000000000001
136,7490,19970406.0,4576,8.950000000000001
136,10234,19970407.0,4576,8.950000000000001
136,15701,19970408.0,4576,8.950000000000001
137,3504,19970409.0,4578,10.97
137,5775,19970410.0,4578,10.97
137,14172,19970411.0,4578,10.97
138,515,19970412.0,4577,4.96
138,5465,19970413.0,4577,4.96
138,8900,19970414.0,4577,4.96
138,12101,19970415.0,4577,4.96
139,2920,19970416.0,4578,4.97
139,8465,19970417.0,4578,4.97
139,10776,19970418.0,4578,4.97
140,7370,19970419.0,4579,3.9800000000000004
140,10505,19970420.0,4579,3.9800000000000004
141,405,19970421.0,4577,3.96
141,4093,19970422.0,4577,3.96
141,9117,19970423.0,4577,3.96
141,11816,19970424.0,4577,3.96
142,546,19970425.0,4576,30.950000000000003
142,4495,19970426.0,4576,30.950000000000003
142,7772,19970427.0,4576,30.950000000000003
142,12902,19970428.0,4576,30.950000000000003
142,14790,19970429.0,4576,30.950000000000003
143,1370,19970430.0,4576,25.950000000000003
143,3392,19970501.0,4576,25.950000000000003
143,7011,19970502.0,4576,25.950000000000003
143,14036,19970503.0,4576,25.950000000000003
143,15340,19970504.0,4576,25.950000000000003
144,775,19970505.0,4576,28.950000000000003
144,5082,19970506.0,4576,28.950000000000003
144,8807,19970507.0,4576,28.950000000000003
144,13664,19970508.0,4576,28.950000000000003
144,15053,19970509.0,4576,28.950000000000003
145,4438,19970510.0,4576,20.950000000000003
145,8357,19970511.0,4576,20.950000000000003
145,12645,19970512.0,4576,20.950000000000003
145,15821,19970513.0,4576,20.950000000000003
145,15887,19970514.0,4576,20.950000000000003
146,1491,19970515.0,4576,16.950000000000003
146,2534,19970516.0,4576,16.950000000000003
146,5780,19970517.0,4576,16.950000000000003
146,12774,19970518.0,4576,16.950000000000003
146,15832,19970519.0,4576,16.950000000000003
147,364,19970520.0,4577,14.96
147,2513,19970521.0,4577,14.96
147,9207,19970522.0,4577,14.96
147,10712,19970523.0,4577,14.96
148,218,19970524.0,4576,31.950000000000003
148,2548,19970525.0,4576,31.950000000000003
148,9887,19970526.0,4576,31.950000000000003
148,13495,19970527.0,4576,31.950000000000003
148,15091,19970528.0,4576,31.950000000000003
149,434,19970529.0,4576,25.950000000000003
149,2226,19970530.0,4576,25.950000000000003
149,7809,19970531.0,4576,25.950000000000003
149,13982,19970601.0,4576,25.950000000000003
149,14720,19970602.0,4576,25.950000000000003
150,348,19970603.0,4577,24.96
150,4474,19970604.0,4577,24.96
150,8072,19970605.0,4577,24.96
150,11455,19970606.0,4577,24.96
151,3736,19970607.0,4578,16.97
151,9818,19970608.0,4578,16.97
151,11547,19970609.0,4578,16.97
152,3787,19970610.0,4578,17.97
152,5705,19970611.0,4578,17.97
152,14475,19970612.0,4578,17.97
153,917,19970613.0,4576,24.950000000000003
153,3149,19970614.0,4576,24.950000000000003
153,9631,19970615.0,4576,24.950000000000003
153,12796,19970616.0,4576,24.950000000000003
153,15766,19970617.0,4576,24.950000000000003
154,1542,19970618.0,4576,30.950000000000003
154,4641,19970619.0,4576,30.950000000000003
154,9930,19970620.0,4576,30.950000000000003
154,10583,19970621.0,4576,30.950000000000003
154,15642,19970622.0,4576,30.950000000000003
155,2871,19970623.0,4578,19.97
155,7372,19970624.0,4578,19.97
155,14408,19970625.0,4578,19.97
156,3678,19970626.0,4578,16.97
156,6327,19970627.0,4578,16.97
156,13557,19970628.0,4578,16.97
157,5633,19970629.0,4579,9.98
157,14181,19970630.0,4579,9.98
158,1817,19970701.0,4577,20.96
158,3476,19970702.0,4577,20.96
158,8413,19970703.0,4577,20.96
158,14084,19970704.0,4577,20.96
159,9321,19970705.0,4579,4.98
159,11945,19970706.0,4579,4.98
160,7657,19970707.0,4579,1.98
160,12296,19970708.0,4579,1.98
161,233,19970709.0,4576,10.950000000000001
161,5395,19970710.0,4576,10.950000000000001
161,9749,19970711.0,4576,10.950000000000001
161,10769,19970712.0,4576,10.950000000000001
161,15255,19970713.0,4576,10.950000000000001
162,535,19970714.0,4577,4.96
162,3997,19970715.0,4577,4.96
162,7106,19970716.0,4577,4.96
162,10592,19970717.0,4577,4.96
163,7300,19970718.0,4579,6.98
163,14018,19970719.0,4579,6.98
164,228,19970720.0,4577,19.96
164,3858,19970721.0,4577,19.96
164,8046,19970722.0,4577,19.96
164,13975,19970723.0,4577,19.96
165,4407,19970724.0,4578,13.97
165,6500,19970725.0,4578,13.97
165,10178,19970726.0,4578,13.97
166,236,19970727.0,4577,23.96
166,4392,19970728.0,4577,23.96
166,8702,19970729.0,4577,23.96
166,12174,19970730.0,4577,23.96
167,128,19970731.0,4577,14.96
167,4572,19970801.0,4577,14.96
167,7676,19970802.0,4577,14.96
167,11908,19970803.0,4577,14.96
168,153,19970804.0,4577,19.96
168,2583,19970805.0,4577,19.96
168,7393,19970806.0,4577,19.96
168,14059,19970807.0,4577,19.96
169,2160,19970808.0,4578,14.97
169,7763,19970809.0,4578,14.97
169,11008,19970810.0,4578,14.97
170,10113,19970811.0,4579,15.98
170,11209,19970812.0,4579,15.98
171,647,19970813.0,4577,20.96
171,4433,19970814.0,4577,20.96
171,9480,19970815.0,4577,20.96
171,11544,19970816.0,4577,20.96
172,9524,19970817.0,4579,7.98
172,13145,19970818.0,4579,7.98
173,5549,19970819.0,4578,11.97
173,8481,19970820.0,4578,11.97
173,14214,19970821.0,4578,11.97
174,5807,19970822.0,4579,14.98
174,13661,19970823.0,4579,14.98
175,133,19970824.0,4577,15.96
175,5310,19970825.0,4577,15.96
175,9935,19970826.0,4577,15.96
175,12887,19970827.0,4577,15.96
176,945,19970828.0,4577,16.96
176,3399,19970829.0,4577,16.96
176,9602,19970830.0,4577,16.96
176,10216,19970831.0,4577,16.96
177,5295,19970901.0,4578,3.9699999999999998
177,6011,19970902.0,4578,3.9699999999999998
177,10884,19970903.0,4578,3.9699999999999998
178,6010,19970904.0,4579,2.98
178,11559,19970905.0,4579,2.98
179,293,19970906.0,4577,10.96
179,2799,19970907.0,4577,10.96
179,6398,19970908.0,4577,10.96
179,12234,19970909.0,4577,10.96
180,5825,19970910.0,4579,1.98
180,11225,19970911.0,4579,1.98
181,1024,19970912.0,4576,12.95
181,5083,19970913.0,4576,12.95
181,6308,19970914.0,4576,12.95
181,12709,19970915.0,4576,12.95
181,14794,19970916.0,4576,12.95
182,3104,19970917.0,4578,4.970000000000001
182,8789,19970918.0,4578,4.970000000000001
182,14554,19970919.0,4578,4.970000000000001
183,6578,19970920.0,4579,7.98
183,14580,19970921.0,4579,7.98
184,10024,19970922.0,4579,4.98
184,10430,19970923.0,4579,4.98
185,861,19970924.0,4576,17.950000000000003
185,2584,19970925.0,4576,17.950000000000003
185,7091,19970926.0,4576,17.950000000000003
185,12170,19970927.0,4576,17.950000000000003
185,14977,19970928.0,4576,17.950000000000003
186,1453,19970929.0,4577,6.96
186,2923,19970930.0,4577,6.96
186,7812,19971001.0,4577,6.96
186,10219,19971002.0,4577,6.96
187,1091,19971003.0,4576,11.950000000000001
187,5469,19971004.0,4576,11.950000000000001
187,7865,19971005.0,4576,11.950000000000001
187,13914,19971006.0,4576,11.950000000000001
187,15191,19971007.0,4576,11.950000000000001
188,361,19971008.0,4577,16.96
188,5170,19971009.0,4577,16.96
188,6372,19971010.0,4577,16.96
188,12402,19971011.0,4577,16.96
189,3650,19971012.0,4576,23.950000000000003
189,7054,19971013.0,4576,23.950000000000003
189,12698,19971014.0,4576,23.950000000000003
189,15515,19971015.0,4576,23.950000000000003
189,15980,19971016.0,4576,23.950000000000003
190,2577,19971017.0,4576,22.950000000000003
190,7075,19971018.0,4576,22.950000000000003
190,13871,19971019.0,4576,22.950000000000003
190,15007,19971020.0,4576,22.950000000000003
190,16003,19971021.0,4576,22.950000000000003
191,6642,19971022.0,4579,5.98
191,13953,19971023.0,4579,5.98
192,1781,19971024.0,4577,11.96
192,4841,19971025.0,4577,11.96
192,9890,19971026.0,4577,11.96
192,10212,19971027.0,4577,11.96
193,1348,19971028.0,4576,15.950000000000001
193,2291,19971029.0,4576,15.950000000000001
193,8623,19971030.0,4576,15.950000000000001
193,10188,19971031.0,4576,15.950000000000001
193,14895,19971101.0,4576,15.950000000000001
194,2807,19971102.0,4578,12.97
194,9409,19971103.0,4578,12.97
194,11620,19971104.0,4578,12.97
195,5612,19971105.0,4579,9.98
195,10229,19971106.0,4579,9.98
196,8179,19971107.0,4579,6.98
196,11586,19971108.0,4579,6.98
197,139,19971109.0,4576,20.950000000000003
197,2519,19971110.0,4576,20.950000000000003
197,8522,19971111.0,4576,20.950000000000003
197,10616,19971112.0,4576,20.950000000000003
197,15408,19971113.0,4576,20.950000000000003
198,3763,19971114.0,4578,8.97
198,9998,19971115.0,4578,8.97
198,10462,19971116.0,4578,8.97
199,4217,19971117.0,4578,15.97
199,7718,19971118.0,4578,15.97
199,14096,19971119.0,4578,15.97
200,961,19971120.0,4577,22.96
200,5436,19971121.0,4577,22.96
200,5602,19971122.0,4577,22.96
200,12832,19971123.0,4577,22.96
201,4740,19971124.0,4578,16.97
201,7316,19971125.0,4578,16.97
201,14205,19971126.0,4578,16.97
202,8350,19971127.0,4579,14.98
202,11158,19971128.0,4579,14.98
203,943,19971129.0,4577,30.96
203,4391,19971130.0,4577,30.96
203,9655,19971201.0,4577,30.96
203,12375,19971202.0,4577,30.96
204,1235,19971203.0,4577,21.96
204,5294,19971204.0,4577,21.96
204,9110,19971205.0,4577,21.96
204,13398,19971206.0,4577,21.96
205,1443,19971207.0,4577,20.96
205,3651,19971208.0,4577,20.96
205,6288,19971209.0,4577,20.96
205,12687,19971210.0,4577,20.96
206,2686,19971211.0,4578,21.97
206,8358,19971212.0,4578,21.97
206,10222,19971213.0,4578,21.97
207,1270,19971214.0,4577,25.96
207,2236,19971215.0,4577,25.96
207,9962,19971216.0,4577,25.96
207,11465,19971217.0,4577,25.96
208,1535,19971218.0,4576,28.950000000000003
208,4789,19971219.0,4576,28.950000000000003
208,9972,19971220.0,4576,28.950000000000003
208,12369,19971221.0,4576,28.950000000000003
208,15149,19971222.0,4576,28.950000000000003
209,1503,19971223.0,4577,26.96
209,2705,19971224.0,4577,26.96
209,9699,19971225.0,4577,26.96
209,12131,19971226.0,4577,26.96
210,976,19971227.0,4576,32.95
210,5290,19971228.0,4576,32.95
210,8407,19971229.0,4576,32.95
