rental_key,rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,amount,payment_date,rental_month
43,1389,2005-06-15,965,472,2005-06-19,2,4.99,2005-06-15,6
44,1390,2005-06-15,4502,254,2005-06-19,1,0.99,2005-06-15,6
45,1391,2005-06-15,4213,273,2005-06-22,1,6.99,2005-06-15,6
46,1392,2005-06-15,363,460,2005-06-16,2,0.99,2005-06-15,6
47,1393,2005-06-15,2767,177,2005-06-19,2,2.99,2005-06-15,6
48,1394,2005-06-15,2802,268,2005-06-21,2,2.99,2005-06-15,6
49,1395,2005-06-15,753,252,2005-06-23,2,5.99,2005-06-15,6
50,1396,2005-06-15,1007,103,2005-06-17,2,4.99,2005-06-15,6
51,1397,2005-06-15,1830,444,2005-06-21,1,3.99,2005-06-15,6
52,1398,2005-06-15,4402,527,2005-06-16,1,2.99,2005-06-15,6
53,1399,2005-06-15,1435,469,2005-06-18,1,0.99,2005-06-15,6
54,1400,2005-06-15,230,571,2005-06-21,2,3.99,2005-06-15,6
55,1401,2005-06-15,4081,366,2005-06-21,2,1.99,2005-06-15,6
56,1402,2005-06-15,1951,381,2005-06-24,1,3.99,2005-06-15,6
57,1403,2005-06-15,3380,546,2005-06-22,2,0.99,2005-06-15,6
58,1404,2005-06-15,2776,375,2005-06-16,1,2.99,2005-06-15,6
59,1405,2005-06-15,3184,243,2005-06-21,1,5.99,2005-06-15,6
60,1406,2005-06-15,3118,199,2005-06-21,2,4.99,2005-06-15,6
61,1407,2005-06-15,1286,89,2005-06-23,1,7.99,2005-06-15,6
62,1408,2005-06-15,2655,396,2005-06-22,1,6.99,2005-06-15,6
63,1409,2005-06-15,1398,297,2005-06-21,2,3.99,2005-06-15,6
64,1410,2005-06-15,809,356,2005-06-21,1,0.99,2005-06-15,6
65,1411,2005-06-15,2276,520,2005-06-21,1,0.99,2005-06-15,6
66,1412,2005-06-15,4236,166,2005-06-18,2,2.99,2005-06-15,6
67,1413,2005-06-15,3625,96,2005-06-21,2,7.99,2005-06-15,6
68,1414,2005-06-15,4005,304,2005-06-22,1,6.99,2005-06-15,6
69,1415,2005-06-15,1885,331,2005-06-16,2,2.99,2005-06-15,6
70,1416,2005-06-15,3816,167,2005-06-22,2,3.99,2005-06-15,6
71,1417,2005-06-15,1334,570,2005-06-19,2,4.99,2005-06-15,6
72,1418,2005-06-15,2974,591,2005-06-18,2,0.99,2005-06-15,6
73,1419,2005-06-15,1208,312,2005-06-17,2,0.99,2005-06-15,6
74,1420,2005-06-15,4149,255,2005-06-24,2,6.99,2005-06-15,6
75,1421,2005-06-15,2439,533,2005-06-21,2,5.99,2005-06-15,6
76,1422,2005-06-15,1021,1,2005-06-19,2,0.99,2005-06-15,6
77,1423,2005-06-15,1396,592,2005-06-24,1,5.99,2005-06-15,6
78,1424,2005-06-15,887,224,2005-06-24,2,7.99,2005-06-15,6
79,1425,2005-06-15,1308,108,2005-06-18,2,2.99,2005-06-15,6
80,1426,2005-06-15,4412,363,2005-06-18,2,4.99,2005-06-15,6
81,1427,2005-06-15,14,100,2005-06-16,1,2.99,2005-06-15,6
82,1428,2005-06-15,3689,583,2005-06-22,2,3.99,2005-06-15,6
83,1429,2005-06-15,4116,362,2005-06-18,1,2.99,2005-06-15,6
84,1430,2005-06-15,3412,194,2005-06-16,1,0.99,2005-06-15,6
85,1431,2005-06-15,3193,438,2005-06-21,1,4.99,2005-06-15,6
86,1432,2005-06-15,523,339,2005-06-21,2,3.99,2005-06-15,6
87,1433,2005-06-15,2310,88,2005-06-16,1,2.99,2005-06-15,6
88,1434,2005-06-15,4228,544,2005-06-24,1,10.99,2005-06-15,6
89,1435,2005-06-15,2769,510,2005-06-24,2,5.99,2005-06-15,6
90,1436,2005-06-15,924,584,2005-06-21,1,3.99,2005-06-15,6
91,1437,2005-06-15,3263,96,2005-06-20,1,0.99,2005-06-15,6
92,1438,2005-06-15,1816,82,2005-06-17,1,0.99,2005-06-15,6
93,1439,2005-06-15,3155,589,2005-06-22,2,4.99,2005-06-15,6
94,1440,2005-06-15,2921,26,2005-06-24,1,5.99,2005-06-15,6
95,1441,2005-06-15,2095,444,2005-06-22,2,1.99,2005-06-15,6
96,1442,2005-06-15,3912,122,2005-06-22,2,7.99,2005-06-15,6
97,1443,2005-06-15,2485,435,2005-06-18,2,0.99,2005-06-15,6
98,1444,2005-06-15,1303,539,2005-06-24,2,4.99,2005-06-15,6
99,1445,2005-06-15,3189,537,2005-06-19,2,2.99,2005-06-15,6
100,1446,2005-06-15,1989,506,2005-06-23,2,6.99,2005-06-15,6
101,1447,2005-06-15,984,471,2005-06-21,1,4.99,2005-06-15,6
102,1448,2005-06-15,2781,246,2005-06-23,2,1.99,2005-06-15,6
103,1449,2005-06-15,1525,471,2005-06-18,2,2.99,2005-06-15,6
104,1450,2005-06-15,4132,268,2005-06-16,2,4.99,2005-06-15,6
105,1451,2005-06-15,3560,18,2005-06-19,2,5.99,2005-06-15,6
106,1452,2005-06-15,4348,243,2005-06-16,1,0.99,2005-06-15,6
107,1453,2005-06-15,3274,457,2005-06-19,2,4.99,2005-06-15,6
108,1454,2005-06-15,102,298,2005-06-17,2,4.99,2005-06-15,6
109,1455,2005-06-15,2194,358,2005-06-18,2,2.99,2005-06-15,6
110,1456,2005-06-15,632,590,2005-06-23,2,7.99,2005-06-15,6
111,1457,2005-06-15,730,345,2005-06-19,1,4.99,2005-06-15,6
112,1458,2005-06-15,3546,178,2005-06-21,1,6.99,2005-06-15,6
113,1459,2005-06-15,1862,218,2005-06-22,2,2.99,2005-06-15,6
114,1460,2005-06-15,1405,565,2005-06-16,1,4.99,2005-06-15,6
115,1461,2005-06-15,4479,216,2005-06-23,1,6.99,2005-06-15,6
116,1462,2005-06-15,653,187,2005-06-18,2,4.99,2005-06-15,6
117,1463,2005-06-15,2984,569,2005-06-21,2,6.99,2005-06-15,6
118,1464,2005-06-15,4113,387,2005-06-17,2,0.99,2005-06-15,6
119,1465,2005-06-15,609,387,2005-06-18,1,0.99,2005-06-15,6
120,1466,2005-06-15,1057,288,2005-06-24,1,5.99,2005-06-15,6
121,1467,2005-06-15,688,506,2005-06-22,1,2.99,2005-06-15,6
122,1468,2005-06-15,228,230,2005-06-21,1,3.99,2005-06-15,6
123,1469,2005-06-15,2451,580,2005-06-21,1,0.99,2005-06-15,6
124,1470,2005-06-15,4044,11,2005-06-25,1,6.99,2005-06-15,6
125,1471,2005-06-15,565,428,2005-06-24,2,2.99,2005-06-15,6
126,1472,2005-06-15,4233,373,2005-06-24,2,6.99,2005-06-15,6
127,1473,2005-06-15,2377,249,2005-06-21,2,5.99,2005-06-15,6
128,1474,2005-06-15,164,202,2005-06-19,2,2.99,2005-06-15,6
129,1475,2005-06-15,1834,344,2005-06-18,2,4.99,2005-06-15,6
130,1476,2005-06-15,1407,1,2005-06-25,1,9.99,2005-06-15,6
131,1477,2005-06-15,418,51,2005-06-19,1,0.99,2005-06-15,6
132,1478,2005-06-15,435,336,2005-06-18,2,2.99,2005-06-15,6
133,1479,2005-06-15,172,592,2005-06-17,2,2.99,2005-06-15,6
134,1480,2005-06-15,2598,27,2005-06-23,1,4.99,2005-06-15,6
135,1481,2005-06-15,3041,125,2005-06-18,2,2.99,2005-06-15,6
136,1482,2005-06-15,3980,60,2005-06-16,1,4.99,2005-06-15,6
137,1483,2005-06-15,1926,242,2005-06-24,2,4.99,2005-06-15,6
138,1484,2005-06-15,1589,320,2005-06-20,2,3.99,2005-06-15,6
139,1485,2005-06-15,194,281,2005-06-24,1,5.99,2005-06-15,6
140,1486,2005-06-15,847,62,2005-06-16,1,0.99,2005-06-15,6
141,1487,2005-06-15,3791,76,2005-06-22,2,0.99,2005-06-15,6
142,1488,2005-06-15,1081,355,2005-06-16,1,0.99,2005-06-15,6
143,1489,2005-06-15,699,213,2005-06-22,1,0.99,2005-06-15,6
144,1490,2005-06-15,3515,123,2005-06-22,2,4.99,2005-06-15,6
145,1491,2005-06-15,848,354,2005-06-20,1,0.99,2005-06-15,6
146,1492,2005-06-15,4148,360,2005-06-17,1,0.99,2005-06-15,6
147,1493,2005-06-15,4581,235,2005-06-17,2,4.99,2005-06-15,6
148,1494,2005-06-15,244,575,2005-06-19,1,2.99,2005-06-15,6
149,1495,2005-06-15,1842,175,2005-06-19,2,0.99,2005-06-15,6
150,1496,2005-06-15,3915,290,2005-06-17,2,4.99,2005-06-15,6
151,1497,2005-06-15,2958,44,2005-06-20,1,3.99,2005-06-15,6
152,1498,2005-06-15,3690,352,2005-06-17,1,0.99,2005-06-15,6
153,1499,2005-06-15,165,375,2005-06-22,2,5.99,2005-06-15,6
154,1500,2005-06-15,2652,237,2005-06-18,2,0.99,2005-06-15,6
155,1501,2005-06-15,1780,148,2005-06-23,1,1.99,2005-06-15,6
156,1502,2005-06-15,3277,5,2005-06-23,2,3.99,2005-06-15,6
157,1503,2005-06-15,763,197,2005-06-20,1,2.99,2005-06-15,6
158,1504,2005-06-15,3621,423,2005-06-24,2,3.99,2005-06-15,6
159,1505,2005-06-15,2961,561,2005-06-17,2,2.99,2005-06-15,6
160,1506,2005-06-15,4085,404,2005-06-22,1,2.99,2005-06-15,6
161,1507,2005-06-15,2514,172,2005-06-19,1,0.99,2005-06-15,6
162,1508,2005-06-15,1141,511,2005-06-18,2,2.99,2005-06-15,6
163,1509,2005-06-15,655,167,2005-06-23,2,5.99,2005-06-15,6
164,1510,2005-06-15,989,338,2005-06-24,2,4.99,2005-06-15,6
165,1511,2005-06-15,1135,330,2005-06-22,1,5.99,2005-06-15,6
166,1512,2005-06-15,1628,452,2005-06-23,1,5.99,2005-06-15,6
167,1513,2005-06-15,1173,368,2005-06-23,1,9.99,2005-06-15,6
168,1514,2005-06-15,2937,410,2005-06-19,1,2.99,2005-06-15,6
169,1515,2005-06-15,3244,115,2005-06-20,2,2.99,2005-06-15,6
170,1516,2005-06-15,3702,530,2005-06-17,1,0.99,2005-06-15,6
171,1517,2005-06-15,3728,148,2005-06-23,1,6.99,2005-06-15,6
172,1518,2005-06-15,4537,237,2005-06-16,2,0.99,2005-06-15,6
173,1519,2005-06-15,1553,155,2005-06-21,2,1.99,2005-06-15,6
174,1520,2005-06-15,3419,341,2005-06-24,1,7.99,2005-06-15,6
175,1521,2005-06-15,4299,149,2005-06-18,1,2.99,2005-06-15,6
176,1522,2005-06-16,235,133,2005-06-22,1,3.99,2005-06-16,6
177,1523,2005-06-16,681,349,2005-06-17,2,0.99,2005-06-16,6
178,1524,2005-06-16,3439,177,2005-06-19,1,2.99,2005-06-16,6
179,1525,2005-06-16,1467,304,2005-06-19,2,4.99,2005-06-16,6
180,1526,2005-06-16,1940,499,2005-06-19,1,4.99,2005-06-16,6
181,1527,2005-06-16,296,188,2005-06-21,1,2.99,2005-06-16,6
182,1528,2005-06-16,4297,110,2005-06-25,2,8.99,2005-06-16,6
183,1529,2005-06-16,1688,362,2005-06-22,2,2.99,2005-06-16,6
184,1530,2005-06-16,2421,392,2005-06-24,2,6.99,2005-06-16,6
185,1531,2005-06-16,1388,515,2005-06-22,1,5.99,2005-06-16,6
186,1532,2005-06-16,3793,290,2005-06-20,1,0.99,2005-06-16,6
187,1533,2005-06-16,2452,116,2005-06-17,1,0.99,2005-06-16,6
188,1534,2005-06-16,3124,42,2005-06-18,1,0.99,2005-06-16,6
189,1535,2005-06-16,1096,202,2005-06-20,2,4.99,2005-06-16,6
190,1536,2005-06-16,3248,339,2005-06-17,1,4.99,2005-06-16,6
191,1537,2005-06-16,4577,594,2005-06-20,2,5.99,2005-06-16,6
192,1538,2005-06-16,708,430,2005-06-18,1,2.99,2005-06-16,6
193,1539,2005-06-16,267,390,2005-06-23,2,5.99,2005-06-16,6
194,1540,2005-06-16,2707,586,2005-06-20,2,0.99,2005-06-16,6
195,1541,2005-06-16,1911,189,2005-06-22,2,0.99,2005-06-16,6
196,1542,2005-06-16,1714,182,2005-06-22,1,3.99,2005-06-16,6
197,1543,2005-06-16,1188,28,2005-06-18,2,4.99,2005-06-16,6
198,1544,2005-06-16,269,43,2005-06-17,2,4.99,2005-06-16,6
199,1545,2005-06-16,762,563,2005-06-24,1,4.99,2005-06-16,6
200,1546,2005-06-16,3913,3,2005-06-24,1,8.99,2005-06-16,6
201,1547,2005-06-16,2909,343,2005-06-19,1,4.99,2005-06-16,6
202,1548,2005-06-16,2094,374,2005-06-23,2,1.99,2005-06-16,6
203,1549,2005-06-16,266,69,2005-06-18,1,2.99,2005-06-16,6
204,1550,2005-06-16,2003,345,2005-06-18,1,0.99,2005-06-16,6
205,1551,2005-06-16,4088,268,2005-06-22,1,3.99,2005-06-16,6
206,1552,2005-06-16,819,518,2005-06-21,2,5.99,2005-06-16,6
207,1553,2005-06-16,4026,416,2005-06-19,1,0.99,2005-06-16,6
208,1554,2005-06-16,715,155,2005-06-22,1,7.99,2005-06-16,6
209,1555,2005-06-16,4168,256,2005-06-22,1,2.99,2005-06-16,6
210,1556,2005-06-16,533,54,2005-06-17,2,4.99,2005-06-16,6
211,1557,2005-06-16,2617,439,2005-06-16,2,0.99,2005-06-16,6
212,1558,2005-06-16,4350,20,2005-06-19,2,0.99,2005-06-16,6
213,1559,2005-06-16,716,574,2005-06-19,1,0.99,2005-06-16,6
214,1560,2005-06-16,3418,239,2005-06-24,2,4.99,2005-06-16,6
215,1561,2005-06-16,2263,431,2005-06-22,1,2.99,2005-06-16,6
216,1562,2005-06-16,595,395,2005-06-23,2,0.99,2005-06-16,6
217,1563,2005-06-16,1516,262,2005-06-18,1,2.99,2005-06-16,6
218,1564,2005-06-16,145,343,2005-06-24,1,6.99,2005-06-16,6
219,1565,2005-06-16,3833,506,2005-06-16,2,0.99,2005-06-16,6
220,1566,2005-06-16,3215,174,2005-06-24,2,7.99,2005-06-16,6
221,1567,2005-06-16,3098,320,2005-06-21,1,1.99,2005-06-16,6
222,1568,2005-06-16,635,178,2005-06-19,2,2.99,2005-06-16,6
223,1569,2005-06-16,3927,363,2005-06-18,2,4.99,2005-06-16,6
224,1570,2005-06-16,3711,82,2005-06-22,2,0.99,2005-06-16,6
225,1571,2005-06-16,1019,54,2005-06-22,1,2.99,2005-06-16,6
226,1572,2005-06-16,4179,560,2005-06-20,2,1.99,2005-06-16,6
227,1573,2005-06-16,4536,371,2005-06-25,1,6.99,2005-06-16,6
228,1574,2005-06-16,161,305,2005-06-22,2,4.99,2005-06-16,6
229,1575,2005-06-16,3317,6,2005-06-22,2,3.99,2005-06-16,6
230,1576,2005-06-16,1014,442,2005-06-24,2,8.99,2005-06-16,6
231,1577,2005-06-16,367,327,2005-06-24,2,3.99,2005-06-16,6
232,1578,2005-06-16,3397,365,2005-06-23,1,6.99,2005-06-16,6
233,1579,2005-06-16,158,35,2005-06-21,2,0.99,2005-06-16,6
234,1580,2005-06-16,2479,87,2005-06-20,1,4.99,2005-06-16,6
235,1581,2005-06-16,4004,109,2005-06-18,1,2.99,2005-06-16,6
236,1582,2005-06-16,163,536,2005-06-22,1,4.99,2005-06-16,6
237,1583,2005-06-16,270,37,2005-06-18,1,4.99,2005-06-16,6
238,1584,2005-06-16,3545,434,2005-06-21,2,5.99,2005-06-16,6
239,1585,2005-06-16,1708,386,2005-06-24,2,3.99,2005-06-16,6
240,1586,2005-06-16,769,140,2005-06-21,2,4.99,2005-06-16,6
241,1587,2005-06-16,1781,62,2005-06-23,1,0.99,2005-06-16,6
242,1588,2005-06-16,4472,322,2005-06-25,2,8.99,2005-06-16,6
243,1589,2005-06-16,4307,293,2005-06-24,1,9.99,2005-06-16,6
244,1590,2005-06-16,3685,98,2005-06-23,1,5.99,2005-06-16,6
245,1591,2005-06-16,1648,83,2005-06-25,2,5.99,2005-06-16,6
246,1592,2005-06-16,3798,187,2005-06-20,2,0.99,2005-06-16,6
247,1593,2005-06-16,766,111,2005-06-24,2,6.99,2005-06-16,6
248,1594,2005-06-16,3858,470,2005-06-25,1,7.99,2005-06-16,6
249,1595,2005-06-16,1481,244,2005-06-20,1,5.99,2005-06-16,6
250,1596,2005-06-16,2552,416,2005-06-21,2,2.99,2005-06-16,6
251,1597,2005-06-16,743,432,2005-06-18,1,2.99,2005-06-16,6
252,1598,2005-06-16,4171,314,2005-06-23,1,3.99,2005-06-16,6
253,1599,2005-06-16,1476,215,2005-06-21,2,4.99,2005-06-16,6
254,1600,2005-06-16,2264,196,2005-06-19,2,0.99,2005-06-16,6
255,1601,2005-06-16,3115,428,2005-06-21,2,3.99,2005-06-16,6
256,1602,2005-06-16,1777,441,2005-06-19,2,4.99,2005-06-16,6
257,1603,2005-06-16,3308,395,2005-06-17,2,0.99,2005-06-16,6
258,1604,2005-06-16,3226,272,2005-06-17,2,4.99,2005-06-16,6
259,1605,2005-06-16,593,197,2005-06-25,1,8.99,2005-06-16,6
260,1606,2005-06-16,4290,253,2005-06-25,1,6.99,2005-06-16,6
261,1607,2005-06-16,3289,513,2005-06-20,2,2.99,2005-06-16,6
262,1608,2005-06-16,2581,386,2005-06-24,2,2.99,2005-06-16,6
263,1609,2005-06-16,2279,174,2005-06-17,2,0.99,2005-06-16,6
264,1610,2005-06-16,3551,534,2005-06-19,1,4.99,2005-06-16,6
265,1611,2005-06-16,1739,393,2005-06-25,2,6.99,2005-06-16,6
266,1612,2005-06-16,3025,355,2005-06-19,1,2.99,2005-06-16,6
267,1613,2005-06-16,4462,573,2005-06-24,1,4.99,2005-06-16,6
268,1614,2005-06-16,23,489,2005-06-23,1,3.99,2005-06-16,6
269,1615,2005-06-16,3894,362,2005-06-25,1,2.99,2005-06-16,6
270,1616,2005-06-16,2296,204,2005-06-24,1,7.99,2005-06-16,6
271,1617,2005-06-16,1382,83,2005-06-25,1,3.99,2005-06-16,6
272,1618,2005-06-16,3741,134,2005-06-25,2,9.99,2005-06-16,6
273,1619,2005-06-16,4258,232,2005-06-19,2,0.99,2005-06-16,6
274,1620,2005-06-16,389,561,2005-06-17,1,4.99,2005-06-16,6
275,1621,2005-06-16,3677,177,2005-06-19,1,4.99,2005-06-16,6
276,1622,2005-06-16,1774,311,2005-06-21,1,4.99,2005-06-16,6
277,1623,2005-06-16,4485,378,2005-06-17,2,4.99,2005-06-16,6
278,1624,2005-06-16,1066,314,2005-06-17,1,2.99,2005-06-16,6
279,1625,2005-06-16,3367,39,2005-06-24,2,5.99,2005-06-16,6
280,1626,2005-06-16,694,260,2005-06-22,2,3.99,2005-06-16,6
281,1627,2005-06-16,4135,468,2005-06-24,1,8.99,2005-06-16,6
282,1628,2005-06-16,868,427,2005-06-25,1,3.99,2005-06-16,6
283,1629,2005-06-16,4375,339,2005-06-22,1,4.99,2005-06-16,6
284,1630,2005-06-16,2413,130,2005-06-19,1,2.99,2005-06-16,6
285,1631,2005-06-16,2466,5,2005-06-19,1,2.99,2005-06-16,6
286,1632,2005-06-16,1518,319,2005-06-17,1,2.99,2005-06-16,6
287,1633,2005-06-16,280,4,2005-06-17,1,0.99,2005-06-16,6
288,1634,2005-06-16,3990,121,2005-06-17,1,2.99,2005-06-16,6
289,1635,2005-06-16,1187,566,2005-06-25,2,5.99,2005-06-16,6
290,1636,2005-06-16,2052,574,2005-06-24,1,5.99,2005-06-16,6
291,1637,2005-06-16,906,212,2005-06-23,2,2.99,2005-06-16,6
292,1638,2005-06-16,1905,181,2005-06-18,2,2.99,2005-06-16,6
293,1639,2005-06-16,176,450,2005-06-25,1,4.99,2005-06-16,6
294,1640,2005-06-16,443,86,2005-06-17,2,4.99,2005-06-16,6
295,1641,2005-06-16,2925,259,2005-06-24,2,7.99,2005-06-16,6
296,1642,2005-06-16,3875,287,2005-06-18,1,2.99,2005-06-16,6
297,1643,2005-06-16,1352,484,2005-06-21,2,3.99,2005-06-16,6
298,1644,2005-06-16,749,596,2005-06-21,1,1.99,2005-06-16,6
299,1645,2005-06-16,4434,234,2005-06-23,2,0.99,2005-06-16,6
300,1646,2005-06-16,4037,131,2005-06-24,2,9.99,2005-06-16,6
301,1647,2005-06-16,1936,454,2005-06-17,1,4.99,2005-06-16,6
302,1648,2005-06-16,457,427,2005-06-24,2,5.99,2005-06-16,6
303,1649,2005-06-16,390,352,2005-06-18,1,4.99,2005-06-16,6
304,1650,2005-06-16,4125,299,2005-06-23,1,8.99,2005-06-16,6
305,1651,2005-06-16,4444,524,2005-06-17,2,4.99,2005-06-16,6
306,1652,2005-06-16,3416,533,2005-06-19,2,0.99,2005-06-16,6
307,1653,2005-06-16,2294,517,2005-06-18,1,4.99,2005-06-16,6
308,1654,2005-06-16,1039,348,2005-06-20,2,2.99,2005-06-16,6
309,1655,2005-06-16,3693,488,2005-06-23,2,3.99,2005-06-16,6
310,1656,2005-06-16,2253,31,2005-06-22,1,4.99,2005-06-16,6
311,1657,2005-06-16,953,209,2005-06-22,2,4.99,2005-06-16,6
312,1658,2005-06-16,272,568,2005-06-21,2,4.99,2005-06-16,6
313,1659,2005-06-16,1182,296,2005-06-20,1,4.99,2005-06-16,6
314,1660,2005-06-16,2374,238,2005-06-18,2,4.99,2005-06-16,6
315,1661,2005-06-16,2403,508,2005-06-24,2,4.99,2005-06-16,6
316,1662,2005-06-16,3552,378,2005-06-23,1,5.99,2005-06-16,6
317,1663,2005-06-16,1558,186,2005-06-23,2,2.99,2005-06-16,6
318,1664,2005-06-16,2464,216,2005-06-18,2,0.99,2005-06-16,6
319,1665,2005-06-16,2613,490,2005-06-23,1,3.99,2005-06-16,6
320,1666,2005-06-16,4019,557,2005-06-21,1,0.99,2005-06-16,6
321,1667,2005-06-16,2362,333,2005-06-22,2,2.99,2005-06-16,6
322,1668,2005-06-16,2483,569,2005-06-23,2,5.99,2005-06-16,6
323,1669,2005-06-16,360,73,2005-06-18,1,0.99,2005-06-16,6
324,1670,2005-06-16,2066,328,2005-06-19,1,2.99,2005-06-16,6
325,1671,2005-06-16,3805,135,2005-06-22,2,1.99,2005-06-16,6
326,1672,2005-06-16,4206,216,2005-06-23,1,3.99,2005-06-16,6
327,1673,2005-06-16,907,534,2005-06-18,1,2.99,2005-06-16,6
328,1674,2005-06-16,3606,234,2005-06-18,2,2.99,2005-06-16,6
329,1675,2005-06-16,3048,371,2005-06-24,2,5.99,2005-06-16,6
330,1676,2005-06-16,931,171,2005-06-21,1,0.99,2005-06-16,6
331,1677,2005-06-16,240,191,2005-06-23,1,2.99,2005-06-16,6
332,1678,2005-06-16,1856,352,2005-06-19,1,4.99,2005-06-16,6
333,1679,2005-06-16,3959,227,2005-06-23,1,2.99,2005-06-16,6
334,1680,2005-06-16,4441,469,2005-06-25,2,9.99,2005-06-16,6
335,1681,2005-06-16,530,255,2005-06-19,1,2.99,2005-06-16,6
336,1682,2005-06-16,2165,476,2005-06-22,2,3.99,2005-06-16,6
337,1683,2005-06-16,2361,494,2005-06-18,2,2.99,2005-06-16,6
338,1684,2005-06-16,806,485,2005-06-19,1,2.99,2005-06-16,6
339,1685,2005-06-16,2754,85,2005-06-21,2,1.99,2005-06-16,6
340,1686,2005-06-16,3883,529,2005-06-20,1,0.99,2005-06-16,6
341,1687,2005-06-16,3686,140,2005-06-18,2,2.99,2005-06-16,6
342,1688,2005-06-16,383,49,2005-06-18,2,0.99,2005-06-16,6
343,1689,2005-06-16,4036,48,2005-06-24,2,9.99,2005-06-16,6
344,1690,2005-06-16,1099,286,2005-06-25,1,8.99,2005-06-16,6
345,1691,2005-06-16,4438,492,2005-06-24,1,1.99,2005-06-16,6
346,1692,2005-06-16,3544,514,2005-06-17,2,4.99,2005-06-16,6
347,1693,2005-06-16,2386,421,2005-06-19,2,4.99,2005-06-16,6
348,1694,2005-06-16,147,532,2005-06-20,2,4.99,2005-06-16,6
349,1695,2005-06-16,4436,159,2005-06-22,1,0.99,2005-06-16,6
350,1696,2005-06-16,3928,502,2005-06-24,2,7.99,2005-06-16,6
351,1697,2005-06-16,1801,340,2005-06-23,2,3.99,2005-06-16,6
352,1698,2005-06-16,1474,407,2005-06-21,1,2.99,2005-06-16,6
353,1699,2005-06-16,4507,27,2005-06-17,2,2.99,2005-06-16,6
354,1700,2005-06-16,4251,456,2005-06-21,2,0.99,2005-06-16,6
355,1701,2005-06-16,3000,315,2005-06-22,1,2.99,2005-06-16,6
356,1702,2005-06-16,1822,242,2005-06-19,2,4.99,2005-06-16,6
357,1703,2005-06-16,2346,589,2005-06-17,1,4.99,2005-06-16,6
